volume (ml),Absorbance (mAU),volume (mL),Buffer B Concentration (%) 
110.061325,174.015106,,
110.06498,173.968765,,
110.068626,173.924194,,
110.072281,173.880722,,
110.075928,173.840103,,
110.079582,173.798965,,
110.083229,173.757645,,
110.086884,173.716415,,
110.090538,173.675186,,
110.094185,173.634064,,
110.097839,173.59404,,
110.101486,173.553864,,
110.105141,173.51239,,
110.108795,173.472321,,
110.112442,173.433212,,
110.116096,173.396805,,
110.119743,173.35997,,
110.123398,173.322464,,
110.127045,173.286118,,
110.130699,173.249496,,
110.134354,173.211838,,
110.138,173.175491,,
110.141655,173.139526,,
110.145302,173.100922,,
110.148956,173.062302,,
110.152611,173.023743,,
110.156258,172.978485,,
110.159912,172.93129,,
110.163559,172.881927,,
110.167213,172.831985,,
110.17086,172.782089,,
110.174515,172.733627,,
110.178169,172.683594,,
110.181816,172.632004,,
110.185471,172.579056,,
110.189117,172.527649,,
110.192772,172.479843,,
110.196426,172.432602,,
110.200073,172.385864,,
110.203728,172.340439,,
110.207375,172.296432,,
110.211029,172.253555,,
110.214676,172.211624,,
110.21833,172.17038,,
110.221985,172.130692,,
110.225632,172.0905,,
110.229286,172.050064,,
110.232933,172.010315,,
110.236588,171.971161,,
110.240242,171.932617,,
110.243889,171.89473,,
110.247543,171.857605,,
110.25119,171.822205,,
110.254845,171.787659,,
110.258492,171.753036,,
110.262146,171.714828,,
110.2658,171.677383,,
110.269447,171.640717,,
110.273102,171.602768,,
110.276749,171.564194,,
110.280403,171.524353,,
110.284058,171.481461,,
110.287704,171.437805,,
110.291359,171.395187,,
110.295006,171.352615,,
110.29866,171.309906,,
110.302315,171.267426,,
110.305962,171.226395,,
110.309616,171.187714,,
110.313263,171.149124,,
110.316917,171.110703,,
110.320564,171.073807,,
110.324219,171.036499,,
110.327873,170.998917,,
110.33152,170.960693,,
110.335175,170.922195,,
110.338821,170.883499,,
110.342476,170.844055,,
110.34613,170.803619,,
110.349777,170.759598,,
110.353432,170.713745,,
110.357079,170.666718,,
110.360733,170.619904,,
110.36438,170.572357,,
110.368034,170.523361,,
110.371689,170.475479,,
110.375336,170.428436,,
110.37899,170.383423,,
110.382637,170.340576,,
110.386292,170.299179,,
110.389946,170.260086,,
110.393593,170.220657,,
110.397247,170.180389,,
110.400894,170.138336,,
110.404549,170.096924,,
110.408195,170.06076,,
110.41185,170.024841,,
110.415504,169.989166,,
110.419151,169.947876,,
110.422806,169.906372,,
110.426453,169.864899,,
110.430107,169.823929,,
110.433762,169.783524,,
110.437408,169.744873,,
110.441063,169.705017,,
110.44471,169.66452,,
110.448364,169.624634,,
110.452011,169.585159,,
110.455666,169.546021,,
110.45932,169.509521,,
110.462967,169.473511,,
110.466621,169.436798,,
110.470268,169.400513,,
110.473923,169.364487,,
110.477577,169.33252,,
110.481224,169.299332,,
110.484879,169.264435,,
110.488525,169.22728,,
110.49218,169.189957,,
110.495827,169.153885,,
110.499481,169.120041,,
110.503136,169.087555,,
110.506783,169.056305,,
110.510437,169.02475,,
110.514084,168.99292,,
110.517738,168.956818,,
110.521393,168.919876,,
110.52504,168.883179,,
110.528694,168.845856,,
110.532341,168.808029,,
110.535995,168.764069,,
110.539642,168.718689,,
110.543297,168.671295,,
110.546951,168.623413,,
110.550598,168.574402,,
110.554253,168.521957,,
110.557899,168.470398,,
110.561554,168.419235,,
110.565208,168.369339,,
110.568855,168.321854,,
110.57251,168.276764,,
110.576157,168.232834,,
110.579811,168.188766,,
110.583458,168.144287,,
110.587112,168.101898,,
110.590767,168.06076,,
110.594414,168.022507,,
110.598068,167.985519,,
110.601715,167.949921,,
110.60537,167.913147,,
110.609024,167.875854,,
110.612671,167.837723,,
110.616325,167.801834,,
110.619972,167.767014,,
110.623627,167.730606,,
110.627274,167.694458,,
110.630928,167.658447,,
110.634583,167.622345,,
110.638229,167.586288,,
110.641884,167.550095,,
110.645531,167.513672,,
110.649185,167.476685,,
110.65284,167.436462,,
110.656487,167.393951,,
110.660141,167.349075,,
110.663788,167.308655,,
110.667442,167.268265,,
110.671089,167.227356,,
110.674744,167.184937,,
110.678398,167.142151,,
110.682045,167.100571,,
110.685699,167.061157,,
110.689346,167.023773,,
110.693001,166.991272,,
110.696655,166.959869,,
110.700302,166.930023,,
110.703957,166.897659,,
110.707603,166.864975,,
110.711258,166.835144,,
110.714905,166.806107,,
110.718559,166.777649,,
110.722214,166.747665,,
110.725861,166.716171,,
110.729515,166.681885,,
110.733162,166.646072,,
110.736816,166.608887,,
110.740471,166.567291,,
110.744118,166.52504,,
110.747772,166.482086,,
110.751419,166.434906,,
110.755074,166.387543,,
110.758728,166.340393,,
110.762375,166.292267,,
110.766029,166.243958,,
110.769676,166.196976,,
110.773331,166.149673,,
110.776978,166.102325,,
110.780632,166.057541,,
110.784286,166.013611,,
110.787933,165.971085,,
110.791588,165.929428,,
110.795235,165.88858,,
110.798889,165.849625,,
110.802544,165.812592,,
110.80619,165.777008,,
110.809845,165.740631,,
110.813492,165.704636,,
110.817146,165.669006,,
110.820793,165.632172,,
110.824448,165.595352,,
110.828102,165.560333,,
110.831749,165.526993,,
110.835403,165.494629,,
110.83905,165.458282,,
110.842705,165.423035,,
110.846359,165.38945,,
110.850006,165.357086,,
110.853661,165.32489,,
110.857307,165.292618,,
110.860962,165.258759,,
110.864609,165.223938,,
110.868263,165.183929,,
110.871918,165.144272,,
110.875565,165.105164,,
110.879219,165.068207,,
110.882866,165.03273,,
110.88652,165.000305,,
110.890175,164.964874,,
110.893822,164.927856,,
110.897476,164.893143,,
110.901123,164.8591,,
110.904778,164.825775,,
110.908424,164.793503,,
110.912079,164.761383,,
110.915733,164.729324,,
110.91938,164.695648,,
110.923035,164.660995,,
110.926682,164.62796,,
110.930336,164.594803,,
110.93399,164.561539,,
110.937637,164.523758,,
110.941292,164.484528,,
110.944939,164.443588,,
110.948593,164.402298,,
110.95224,164.360931,,
110.955894,164.319473,,
110.959549,164.27803,,
110.963196,164.23674,,
110.96685,164.194839,,
110.970497,164.152725,,
110.974152,164.10997,,
110.977806,164.069275,,
110.981453,164.029617,,
110.985107,163.989456,,
110.988754,163.948959,,
110.992409,163.907928,,
110.996056,163.867432,,
110.99971,163.826935,,
111.003365,163.786514,,
111.007011,163.744995,,
111.010666,163.703262,,
111.014313,163.666656,,
111.017967,163.629578,,
111.021622,163.592102,,
111.025269,163.553894,,
111.028923,163.515518,,
111.03257,163.477249,,
111.036224,163.440964,,
111.039871,163.405685,,
111.043526,163.371002,,
111.04718,163.334488,,
111.050827,163.296326,,
111.054482,163.258453,,
111.058128,163.220673,,
111.061783,163.182724,,
111.065437,163.145523,,
111.069084,163.108246,,
111.072739,163.068008,,
111.076385,163.028915,,
111.08004,162.990692,,
111.083687,162.95752,,
111.087341,162.925873,,
111.090996,162.896591,,
111.094643,162.867722,,
111.098297,162.838745,,
111.101944,162.808395,,
111.105598,162.776474,,
111.109253,162.743149,,
111.1129,162.715347,,
111.116554,162.686813,,
111.120201,162.656219,,
111.123856,162.618668,,
111.127502,162.578995,,
111.131157,162.540771,,
111.134811,162.500214,,
111.138458,162.457825,,
111.142113,162.415192,,
111.14576,162.371063,,
111.149414,162.324036,,
111.153069,162.279465,,
111.156715,162.23616,,
111.16037,162.194885,,
111.164017,162.155151,,
111.167671,162.116425,,
111.171326,162.076523,,
111.174973,162.038208,,
111.178627,162.002289,,
111.182274,161.966797,,
111.185928,161.931686,,
111.189575,161.898209,,
111.19323,161.865067,,
111.196884,161.832169,,
111.200531,161.798462,,
111.204185,161.764481,,
111.207832,161.730286,,
111.211487,161.699203,,
111.215141,161.668304,,
111.218788,161.633713,,
111.222443,161.598785,,
111.226089,161.563736,,
111.229744,161.529724,,
111.233391,161.494705,,
111.237045,161.457825,,
111.2407,161.418655,,
111.244347,161.379013,,
111.248001,161.3396,,
111.251648,161.304504,,
111.255302,161.272202,,
111.258957,161.235107,,
111.262604,161.196823,,
111.266258,161.156616,,
111.269905,161.120117,,
111.27356,161.084549,,
111.277206,161.049667,,
111.280861,161.015533,,
111.284515,160.981857,,
111.288162,160.947906,,
111.291817,160.915253,,
111.295464,160.88443,,
111.299118,160.85437,,
111.302773,160.824356,,
111.306419,160.793884,,
111.310074,160.764664,,
111.313721,160.736206,,
111.317375,160.704208,,
111.321022,160.670898,,
111.324677,160.635666,,
111.328331,160.603806,,
111.331978,160.570831,,
111.335632,160.531555,,
111.339279,160.491104,,
111.342934,160.449875,,
111.346588,160.408752,,
111.350235,160.367157,,
111.353889,160.324829,,
111.357536,160.278305,,
111.361191,160.232544,,
111.364838,160.191406,,
111.368492,160.149841,,
111.372147,160.108215,,
111.375793,160.068268,,
111.379448,160.02832,,
111.383095,159.988602,,
111.386749,159.953018,,
111.390404,159.919205,,
111.394051,159.888458,,
111.397705,159.854492,,
111.401352,159.819107,,
111.405006,159.784592,,
111.408653,159.753708,,
111.412308,159.726654,,
111.415962,159.698837,,
111.419609,159.670074,,
111.423264,159.638992,,
111.42691,159.609726,,
111.430565,159.581161,,
111.434219,159.552368,,
111.437866,159.523666,,
111.441521,159.494919,,
111.445168,159.464127,,
111.448822,159.432388,,
111.452469,159.3992,,
111.456123,159.364624,,
111.459778,159.329681,,
111.463425,159.2966,,
111.467079,159.261932,,
111.470726,159.225876,,
111.47438,159.186691,,
111.478035,159.14859,,
111.481682,159.113556,,
111.485336,159.081406,,
111.488983,159.050217,,
111.492638,159.017029,,
111.496284,158.984116,,
111.499939,158.951324,,
111.503593,158.920593,,
111.50724,158.890427,,
111.510895,158.86084,,
111.514542,158.828674,,
111.518196,158.794998,,
111.521851,158.758163,,
111.525497,158.723663,,
111.529152,158.691055,,
111.532799,158.657639,,
111.536453,158.621933,,
111.5401,158.582199,,
111.543755,158.54422,,
111.547409,158.506866,,
111.551056,158.469376,,
111.55471,158.43129,,
111.558357,158.392868,,
111.562012,158.356644,,
111.565666,158.319702,,
111.569313,158.281326,,
111.572968,158.244507,,
111.576614,158.20842,,
111.580269,158.173004,,
111.583916,158.137146,,
111.58757,158.10083,,
111.591225,158.06398,,
111.594872,158.027557,,
111.598526,157.991699,,
111.602173,157.95665,,
111.605827,157.921982,,
111.609482,157.888367,,
111.613129,157.854767,,
111.616783,157.821045,,
111.62043,157.78746,,
111.624084,157.755478,,
111.627739,157.726135,,
111.631386,157.69696,,
111.63504,157.667847,,
111.638687,157.639053,,
111.642342,157.610825,,
111.645988,157.583069,,
111.649643,157.557816,,
111.653297,157.531891,,
111.656944,157.505066,,
111.660599,157.476379,,
111.664246,157.447174,,
111.6679,157.417374,,
111.671555,157.386948,,
111.675201,157.356171,,
111.678856,157.323715,,
111.682503,157.292007,,
111.686157,157.2612,,
111.689804,157.229218,,
111.693459,157.19725,,
111.697113,157.166611,,
111.70076,157.133926,,
111.704414,157.099823,,
111.708061,157.064224,,
111.711716,157.031479,,
111.71537,157.002701,,
111.719017,156.968384,,
111.722672,156.932831,,
111.726318,156.897339,,
111.729973,156.860962,,
111.73362,156.824158,,
111.737274,156.786148,,
111.740929,156.748444,,
111.744576,156.711212,,
111.74823,156.675232,,
111.751877,156.639145,,
111.755531,156.601761,,
111.759186,156.565842,,
111.762833,156.530823,,
111.766487,156.496841,,
111.770134,156.463196,,
111.773788,156.429794,,
111.777435,156.397034,,
111.78109,156.364349,,
111.784744,156.331802,,
111.788391,156.303299,,
111.792046,156.276428,,
111.795692,156.243271,,
111.799347,156.209641,,
111.803001,156.175537,,
111.806648,156.14592,,
111.810303,156.116653,,
111.81395,156.086487,,
111.817604,156.051758,,
111.821251,156.01506,,
111.824905,155.982208,,
111.82856,155.950195,,
111.832207,155.919159,,
111.835861,155.88678,,
111.839508,155.853989,,
111.843163,155.820328,,
111.846817,155.788559,,
111.850464,155.758072,,
111.854118,155.73111,,
111.857765,155.70134,,
111.86142,155.668533,,
111.865067,155.638153,,
111.868721,155.607605,,
111.872375,155.576096,,
111.876022,155.546799,,
111.879677,155.518494,,
111.883324,155.491516,,
111.886978,155.465012,,
111.890633,155.439041,,
111.894279,155.409973,,
111.897934,155.380035,,
111.901581,155.348969,,
111.905235,155.31987,,
111.908882,155.291611,,
111.912537,155.26207,,
111.916191,155.229523,,
111.919838,155.194077,,
111.923492,155.155655,,
111.927139,155.116974,,
111.930794,155.078094,,
111.934448,155.033661,,
111.938095,154.987488,,
111.94175,154.943909,,
111.945396,154.901215,,
111.949051,154.859161,,
111.952698,154.817383,,
111.956352,154.77562,,
111.960007,154.734024,,
111.963654,154.697037,,
111.967308,154.661316,,
111.970955,154.624512,,
111.974609,154.588867,,
111.978264,154.554214,,
111.981911,154.519028,,
111.985565,154.485245,,
111.989212,154.454102,,
111.992867,154.42424,,
111.996513,154.39447,,
112.000168,154.362579,,
112.003822,154.331985,,
112.007469,154.302567,,
112.011124,154.275177,,
112.014771,154.247421,,
112.018425,154.218597,,
112.022079,154.188889,,
112.025726,154.15918,,
112.029381,154.130447,,
112.033028,154.100845,,
112.036682,154.070465,,
112.040329,154.040131,,
112.043983,154.009125,,
112.047638,153.977112,,
112.051285,153.94278,,
112.054939,153.907867,,
112.058586,153.873856,,
112.062241,153.841248,,
112.065895,153.809662,,
112.069542,153.777954,,
112.073196,153.746231,,
112.076843,153.714645,,
112.080498,153.686279,,
112.084152,153.659454,,
112.087799,153.635498,,
112.091454,153.611359,,
112.0951,153.587173,,
112.098755,153.562393,,
112.102402,153.538345,,
112.106056,153.515244,,
112.109711,153.492508,,
112.113358,153.469376,,
112.117012,153.444244,,
112.120659,153.415497,,
112.124313,153.384262,,
112.127968,153.354874,,
112.131615,153.325317,,
112.135269,153.295395,,
112.138916,153.257599,,
112.14257,153.2173,,
112.146217,153.174927,,
112.149872,153.133224,,
112.153526,153.092026,,
112.157173,153.051727,,
112.160828,153.011002,,
112.164474,152.969925,,
112.168129,152.930237,,
112.171783,152.891113,,
112.17543,152.852921,,
112.179085,152.815872,,
112.182732,152.779556,,
112.186386,152.743378,,
112.190033,152.710464,,
112.193687,152.681183,,
112.197342,152.653976,,
112.200989,152.626465,,
112.204643,152.596848,,
112.20829,152.568085,,
112.211945,152.539871,,
112.215599,152.514618,,
112.219246,152.4888,,
112.2229,152.462189,,
112.226547,152.435547,,
112.230202,152.408676,,
112.233849,152.381393,,
112.237503,152.354782,,
112.241158,152.328384,,
112.244804,152.299561,,
112.248459,152.270844,,
112.252106,152.24234,,
112.25576,152.210358,,
112.259415,152.17836,,
112.263062,152.147522,,
112.266716,152.117279,,
112.270363,152.087173,,
112.274017,152.055008,,
112.277664,152.022095,,
112.281319,151.988281,,
112.284973,151.960831,,
112.28862,151.935333,,
112.292274,151.912552,,
112.295921,151.889908,,
112.299576,151.866898,,
112.30323,151.840958,,
112.306877,151.817047,,
112.310532,151.794998,,
112.314178,151.773895,,
112.317833,151.751709,,
112.32148,151.727203,,
112.325134,151.70224,,
112.328789,151.67717,,
112.332436,151.652451,,
112.33609,151.624268,,
112.339737,151.593201,,
112.343391,151.560104,,
112.347046,151.527344,,
112.350693,151.495575,,
112.354347,151.461838,,
112.357994,151.427856,,
112.361649,151.396378,,
112.365295,151.364746,,
112.36895,151.33284,,
112.372604,151.299042,,
112.376251,151.265976,,
112.379906,151.234344,,
112.383553,151.202606,,
112.387207,151.171021,,
112.390862,151.1409,,
112.394508,151.110199,,
112.398163,151.078918,,
112.40181,151.051834,,
112.405464,151.023819,,
112.409111,150.993881,,
112.412766,150.965057,,
112.41642,150.936737,,
112.420067,150.909027,,
112.423721,150.880585,,
112.427368,150.851669,,
112.431023,150.824173,,
112.434677,150.796219,,
112.438324,150.767517,,
112.441978,150.738708,,
112.445625,150.710312,,
112.44928,150.683548,,
112.452927,150.658066,,
112.456581,150.633392,,
112.460236,150.6073,,
112.463882,150.581207,,
112.467537,150.555054,,
112.471184,150.525864,,
112.474838,150.496094,,
112.478493,150.467606,,
112.48214,150.439484,,
112.485794,150.411514,,
112.489441,150.384705,,
112.493095,150.358246,,
112.496742,150.332413,,
112.500397,150.306793,,
112.504051,150.280334,,
112.507698,150.250427,,
112.511353,150.2229,,
112.514999,150.197037,,
112.518654,150.173615,,
112.522308,150.147385,,
112.525955,150.117249,,
112.52961,150.086563,,
112.533257,150.056366,,
112.536911,150.027969,,
112.540565,149.998383,,
112.544212,149.968063,,
112.547867,149.934174,,
112.551514,149.901398,,
112.555168,149.869904,,
112.558815,149.839798,,
112.562469,149.810226,,
112.566124,149.78183,,
112.569771,149.752457,,
112.573425,149.722504,,
112.577072,149.693924,,
112.580727,149.665024,,
112.584381,149.635773,,
112.588028,149.607895,,
112.591682,149.579971,,
112.595329,149.551453,,
112.598984,149.521896,,
112.602631,149.491882,,
112.606285,149.462051,,
112.60994,149.432114,,
112.613586,149.40213,,
112.617241,149.373978,,
112.620888,149.345108,,
112.624542,149.312881,,
112.628197,149.282867,,
112.631844,149.254333,,
112.635498,149.229279,,
112.639145,149.202957,,
112.642799,149.175079,,
112.646446,149.147949,,
112.650101,149.121063,,
112.653755,149.094711,,
112.657402,149.067245,,
112.661057,149.039169,,
112.664703,149.011215,,
112.668358,148.983887,,
112.672012,148.957275,,
112.675659,148.93222,,
112.679314,148.907166,,
112.682961,148.881866,,
112.686615,148.857742,,
112.690262,148.83429,,
112.693916,148.811508,,
112.697571,148.789993,,
112.701218,148.769806,,
112.704872,148.745453,,
112.708519,148.720688,,
112.712173,148.695862,,
112.715828,148.671158,,
112.719475,148.646606,,
112.723129,148.622345,,
112.726776,148.595703,,
112.730431,148.56665,,
112.734077,148.533798,,
112.737732,148.501053,,
112.741386,148.469559,,
112.745033,148.437866,,
112.748688,148.405823,,
112.752335,148.372482,,
112.755989,148.339035,,
112.759644,148.305557,,
112.76329,148.274094,,
112.766945,148.244095,,
112.770592,148.216904,,
112.774246,148.188553,,
112.777893,148.15979,,
112.781548,148.130371,,
112.785202,148.103271,,
112.788849,148.078094,,
112.792503,148.051773,,
112.79615,148.02597,,
112.799805,148.001053,,
112.803459,147.976181,,
112.807106,147.951202,,
112.81076,147.925064,,
112.814407,147.90007,,
112.818062,147.875931,,
112.821709,147.849518,,
112.825363,147.822189,,
112.829018,147.793503,,
112.832664,147.76442,,
112.836319,147.735214,,
112.839966,147.706543,,
112.84362,147.67662,,
112.847275,147.645767,,
112.850922,147.617676,,
112.854576,147.589615,,
112.858223,147.5616,,
112.861877,147.534546,,
112.865524,147.507614,,
112.869179,147.479614,,
112.872833,147.452698,,
112.87648,147.426605,,
112.880135,147.402786,,
112.883781,147.37851,,
112.887436,147.353409,,
112.89109,147.328018,,
112.894737,147.302597,,
112.898392,147.27713,,
112.902039,147.253922,,
112.905693,147.232056,,
112.90934,147.209427,,
112.912994,147.186951,,
112.916649,147.164764,,
112.920296,147.142715,,
112.92395,147.12088,,
112.927597,147.100159,,
112.931252,147.074905,,
112.934906,147.046631,,
112.938553,147.019928,,
112.942207,146.993439,,
112.945854,146.967392,,
112.949509,146.936859,,
112.953163,146.90387,,
112.95681,146.865814,,
112.960464,146.828629,,
112.964111,146.792206,,
112.967766,146.759979,,
112.971413,146.727997,,
112.975067,146.696198,,
112.978722,146.663528,,
112.982368,146.631699,,
112.986023,146.602676,,
112.98967,146.575272,,
112.993324,146.548645,,
112.996979,146.521576,,
113.000626,146.495392,,
113.00428,146.470108,,
113.007927,146.446884,,
113.011581,146.423538,,
113.015228,146.399109,,
113.018883,146.376144,,
113.022537,146.354004,,
113.026184,146.332047,,
113.029839,146.309692,,
113.033485,146.286896,,
113.03714,146.266037,,
113.040794,146.244751,,
113.044441,146.221222,,
113.048096,146.19725,,
113.051743,146.17308,,
113.055397,146.148499,,
113.059044,146.122604,,
113.062698,146.095139,,
113.066353,146.067978,,
113.07,146.039398,,
113.073654,146.006866,,
113.077301,145.977814,,
113.080956,145.950363,,
113.08461,145.923325,,
113.088257,145.893463,,
113.091911,145.86058,,
113.095558,145.833313,,
113.099213,145.808334,,
113.102859,145.787399,,
113.106514,145.765274,,
113.110168,145.742554,,
113.113815,145.71904,,
113.11747,145.695694,,
113.121117,145.672607,,
113.124771,145.651596,,
113.128426,145.630478,,
113.132072,145.608612,,
113.135727,145.586136,,
113.139374,145.563232,,
113.143028,145.538528,,
113.146675,145.514099,,
113.15033,145.489853,,
113.153984,145.461716,,
113.157631,145.432388,,
113.161285,145.401154,,
113.164932,145.372284,,
113.168587,145.343689,,
113.172241,145.310974,,
113.175888,145.279572,,
113.179543,145.249222,,
113.183189,145.21431,,
113.186844,145.180298,,
113.190491,145.149139,,
113.194145,145.119965,,
113.1978,145.091446,,
113.201447,145.062546,,
113.205101,145.034775,,
113.208748,145.008087,,
113.212402,144.983337,,
113.216057,144.959854,,
113.219704,144.938538,,
113.223358,144.916245,,
113.227005,144.893768,,
113.230659,144.871902,,
113.234306,144.851181,,
113.237961,144.831329,,
113.241615,144.80928,,
113.245262,144.787643,,
113.248917,144.766922,,
113.252563,144.74707,,
113.256218,144.727112,,
113.259872,144.705246,,
113.263519,144.681793,,
113.267174,144.656998,,
113.270821,144.631821,,
113.274475,144.606522,,
113.278122,144.581207,,
113.281776,144.552734,,
113.285431,144.523361,,
113.289078,144.494156,,
113.292732,144.463989,,
113.296379,144.433212,,
113.300034,144.405792,,
113.303688,144.378632,,
113.307335,144.351807,,
113.310989,144.324814,,
113.314636,144.298431,,
113.318291,144.274429,,
113.321938,144.250046,,
113.325592,144.225296,,
113.329247,144.203415,,
113.332893,144.180695,,
113.336548,144.15654,,
113.340195,144.130127,,
113.343849,144.103058,,
113.347504,144.076019,,
113.351151,144.048325,,
113.354805,144.020111,,
113.358452,143.98941,,
113.362106,143.957657,,
113.365753,143.92453,,
113.369408,143.892273,,
113.373062,143.860718,,
113.376709,143.83107,,
113.380363,143.799942,,
113.38401,143.768066,,
113.387665,143.740189,,
113.391319,143.711792,,
113.394966,143.682755,,
113.398621,143.652008,,
113.402267,143.621231,,
113.405922,143.591156,,
113.409576,143.563568,,
113.413223,143.537491,,
113.416878,143.513062,,
113.420525,143.488953,,
113.424179,143.465118,,
113.427826,143.440643,,
113.43148,143.417206,,
113.435135,143.39772,,
113.438782,143.37793,,
113.442436,143.357681,,
113.446083,143.333344,,
113.449738,143.310181,,
113.453392,143.288513,,
113.457039,143.265823,,
113.460693,143.243652,,
113.46434,143.223663,,
113.467995,143.201782,,
113.471642,143.178818,,
113.475296,143.153275,,
113.478951,143.128677,,
113.482597,143.105209,,
113.486252,143.079956,,
113.489899,143.054443,,
113.493553,143.028824,,
113.497208,143.003494,,
113.500854,142.978546,,
113.504509,142.95578,,
113.508156,142.932327,,
113.51181,142.908005,,
113.515457,142.884628,,
113.519112,142.860596,,
113.522766,142.834824,,
113.526413,142.812027,,
113.530067,142.790314,,
113.533714,142.76651,,
113.537369,142.741791,,
113.541023,142.716141,,
113.54467,142.692871,,
113.548325,142.66922,,
113.551971,142.644211,,
113.555626,142.617462,,
113.559273,142.59021,,
113.562927,142.56398,,
113.566582,142.53569,,
113.570229,142.505493,,
113.573883,142.475708,,
113.57753,142.445755,,
113.581184,142.415024,,
113.584839,142.386154,,
113.588486,142.358475,,
113.59214,142.333496,,
113.595787,142.308365,,
113.599442,142.28299,,
113.603088,142.255264,,
113.606743,142.227448,,
113.610397,142.199951,,
113.614044,142.175247,,
113.617699,142.151443,,
113.621346,142.127563,,
113.625,142.104126,,
113.628654,142.0811,,
113.632301,142.059982,,
113.635956,142.039627,,
113.639603,142.020706,,
113.643257,142.000793,,
113.646904,141.980423,,
113.650558,141.958893,,
113.654213,141.937546,,
113.65786,141.916397,,
113.661514,141.894547,,
113.665161,141.873932,,
113.668816,141.855392,,
113.67247,141.836151,,
113.676117,141.816422,,
113.679771,141.795242,,
113.683418,141.775681,,
113.687073,141.757248,,
113.69072,141.735703,,
113.694374,141.714233,,
113.698029,141.693161,,
113.701675,141.670868,,
113.70533,141.648132,,
113.708977,141.625305,,
113.712631,141.60231,,
113.716286,141.579239,,
113.719933,141.558975,,
113.723587,141.539078,,
113.727234,141.51976,,
113.730888,141.496521,,
113.734535,141.47229,,
113.73819,141.447922,,
113.741844,141.42247,,
113.745491,141.396317,,
113.749146,141.373703,,
113.752792,141.350281,,
113.756447,141.3255,,
113.760101,141.29631,,
113.763748,141.266785,,
113.767403,141.239914,,
113.771049,141.211609,,
113.774704,141.182297,,
113.778351,141.152771,,
113.782005,141.123093,,
113.78566,141.093277,,
113.789307,141.064072,,
113.792961,141.035324,,
113.796608,141.008011,,
113.800262,140.982422,,
113.803917,140.957916,,
113.807564,140.933273,,
113.811218,140.908447,,
113.814865,140.883469,,
113.81852,140.858398,,
113.822166,140.833191,,
113.825821,140.807266,,
113.829475,140.781372,,
113.833122,140.755661,,
113.836777,140.731369,,
113.840424,140.70694,,
113.844078,140.682251,,
113.847733,140.658279,,
113.851379,140.634842,,
113.855034,140.612411,,
113.858681,140.589798,,
113.862335,140.566971,,
113.86599,140.543335,,
113.869637,140.518478,,
113.873291,140.492065,,
113.876938,140.469635,,
113.880592,140.448227,,
113.884239,140.428131,,
113.887894,140.408737,,
113.891548,140.389618,,
113.895195,140.369522,,
113.898849,140.349075,,
113.902496,140.328339,,
113.906151,140.309082,,
113.909805,140.288757,,
113.913452,140.265152,,
113.917107,140.243561,,
113.920753,140.223068,,
113.924408,140.203506,,
113.928055,140.182922,,
113.931709,140.161179,,
113.935364,140.140091,,
113.939011,140.119034,,
113.942665,140.097702,,
113.946312,140.076492,,
113.949966,140.055161,,
113.953621,140.032623,,
113.957268,140.008835,,
113.960922,139.983704,,
113.964569,139.956726,,
113.968224,139.930191,,
113.97187,139.905304,,
113.975525,139.879013,,
113.979179,139.852188,,
113.982826,139.825348,,
113.986481,139.797516,,
113.990128,139.768875,,
113.993782,139.74118,,
113.997437,139.71225,,
114.001083,139.68071,,
114.004738,139.653854,,
114.008385,139.628952,,
114.012039,139.604797,,
114.015686,139.582245,,
114.019341,139.560959,,
114.022995,139.540024,,
114.026642,139.518311,,
114.030296,139.494904,,
114.033943,139.473465,,
114.037598,139.452484,,
114.041252,139.430405,,
114.044899,139.408203,,
114.048553,139.385849,,
114.0522,139.36673,,
114.055855,139.348145,,
114.059502,139.330246,,
114.063156,139.309738,,
114.066811,139.288101,,
114.070457,139.265289,,
114.074112,139.244629,,
114.077759,139.225784,,
114.081413,139.207306,,
114.085068,139.187225,,
114.088715,139.164322,,
114.092369,139.141174,,
114.096016,139.118713,,
114.09967,139.099731,,
114.103317,139.080505,,
114.106972,139.061035,,
114.110626,139.042877,,
114.114273,139.024109,,
114.117928,139.004227,,
114.121574,138.984421,,
114.125229,138.965042,,
114.128883,138.94751,,
114.13253,138.930542,,
114.136185,138.91394,,
114.139832,138.895294,,
114.143486,138.877884,,
114.147133,138.862595,,
114.150787,138.84346,,
114.154442,138.82312,,
114.158089,138.80188,,
114.161743,138.780411,,
114.16539,138.758865,,
114.169044,138.73436,,
114.172699,138.710068,,
114.176346,138.686172,,
114.18,138.658371,,
114.183647,138.630188,,
114.187302,138.604065,,
114.190948,138.577927,,
114.194603,138.55162,,
114.198257,138.521088,,
114.201904,138.491226,,
114.205559,138.462158,,
114.209206,138.434326,,
114.21286,138.407547,,
114.216515,138.383606,,
114.220161,138.357803,,
114.223816,138.330933,,
114.227463,138.305664,,
114.231117,138.282684,,
114.234764,138.262604,,
114.238419,138.242401,,
114.242073,138.221848,,
114.24572,138.200226,,
114.249374,138.179916,,
114.253021,138.160446,,
114.256676,138.142136,,
114.26033,138.123611,,
114.263977,138.104813,,
114.267632,138.084518,,
114.271278,138.064194,,
114.274933,138.044434,,
114.27858,138.022888,,
114.282234,138.000473,,
114.285889,137.981491,,
114.289536,137.961884,,
114.29319,137.941452,,
114.296837,137.922562,,
114.300491,137.904068,,
114.304146,137.886124,,
114.307793,137.867844,,
