volume (ml),Absorbance (mAU),volume (mL),Buffer B Concentration (%) 
10.742143,1334.900635,107.399727,42.426544
10.745794,1333.643066,107.436226,42.461285
10.749446,1332.38501,107.472733,42.49609
10.753097,1331.147827,107.509239,42.530914
10.756748,1329.930176,107.545746,42.565693
10.7604,1328.742432,107.582253,42.600471
10.76405,1327.60376,107.618759,42.635254
10.767702,1326.424194,107.655266,42.670033
10.771354,1325.19043,107.691765,42.704788
10.775004,1323.926392,107.728271,42.739502
10.778656,1322.688232,107.764778,42.774288
10.782308,1321.455322,107.801285,42.80909
10.785958,1320.24939,107.837791,42.843834
10.78961,1319.094971,107.874298,42.878609
10.793262,1317.915039,107.910805,42.913406
10.796912,1316.725952,107.947311,42.948181
10.800564,1315.529663,107.98381,42.982952
10.804215,1314.325684,108.020317,43.017742
10.807866,1313.123047,108.056824,43.052517
10.811518,1311.905396,108.09333,43.087288
10.815169,1310.700684,108.129837,43.122066
10.81882,1309.498047,108.166344,43.15683
10.822472,1308.225098,108.20285,43.191582
10.826123,1306.93689,108.239357,43.226391
10.829775,1305.68042,108.275856,43.261177
10.833426,1304.464111,108.312363,43.295918
10.837077,1303.264038,108.348869,43.330715
10.840729,1302.081787,108.385376,43.365524
10.844379,1300.875,108.421883,43.400307
10.848031,1299.669189,108.458389,43.435066
10.851683,1298.445313,108.494896,43.46981
10.855333,1297.180054,108.531403,43.504627
10.858985,1295.963989,108.567902,43.539413
10.862637,1294.765503,108.604408,43.574154
10.866287,1293.599487,108.640915,43.608932
10.869939,1292.456543,108.677422,43.643719
10.87359,1291.35437,108.713928,43.678497
10.877241,1290.198853,108.750435,43.71328
10.880893,1289.04248,108.786942,43.748074
10.884544,1287.901733,108.823448,43.782852
10.888195,1286.763184,108.859947,43.817623
10.891847,1285.661987,108.896454,43.852398
10.895498,1284.59436,108.932961,43.887157
10.899149,1283.512207,108.969467,43.921913
10.902801,1282.420776,109.005974,43.956715
10.906452,1281.365356,109.04248,43.991482
10.910103,1280.28833,109.078987,44.026218
10.913754,1279.225342,109.115494,44.061028
10.917406,1278.167358,109.151993,44.09581
10.921057,1277.074707,109.188499,44.130562
10.924708,1275.971191,109.225006,44.165337
10.92836,1274.856934,109.261513,44.200115
10.932011,1273.722046,109.298019,44.234905
10.935662,1272.611084,109.334526,44.269691
10.939314,1271.505981,109.371033,44.30447
10.942965,1270.405151,109.407539,44.339252
10.946616,1269.329712,109.444038,44.374027
10.950268,1268.271729,109.480545,44.408802
10.953918,1267.181885,109.517052,44.443554
10.95757,1266.072388,109.553558,44.478317
10.961222,1264.957153,109.590065,44.513142
10.964872,1263.855225,109.626572,44.547916
10.968524,1262.741821,109.663078,44.582657
10.972176,1261.640137,109.699585,44.61747
10.975826,1260.554932,109.736084,44.652248
10.979478,1259.522583,109.772591,44.686981
10.98313,1258.44458,109.809097,44.721741
10.98678,1257.366211,109.845604,44.756516
10.990432,1256.284302,109.882111,44.79134
10.994083,1255.201172,109.918617,44.826118
10.997734,1254.101685,109.955124,44.860863
11.001386,1253.030273,109.991623,44.895691
11.005037,1251.965332,110.02813,44.930481
11.008688,1250.856567,110.064636,44.965214
11.01234,1249.76416,110.101143,44.999989
11.015991,1248.654907,110.13765,45.034775
11.019642,1247.545532,110.174156,45.069561
11.023293,1246.438232,110.210663,45.104343
11.026945,1245.32666,110.247169,45.139126
11.030596,1244.190552,110.283669,45.173897
11.034247,1243.045044,110.320175,45.208672
11.037899,1241.841431,110.356682,45.243446
11.04155,1240.62854,110.393188,45.278183
11.045201,1239.453491,110.429695,45.312931
11.048853,1238.295776,110.466202,45.347752
11.052505,1237.145142,110.502708,45.382519
11.056155,1236.012939,110.539215,45.417259
11.059807,1234.87085,110.575714,45.452084
11.063458,1233.726929,110.612221,45.486874
11.067109,1232.565674,110.648727,45.52161
11.070761,1231.425415,110.685234,45.556396
11.074412,1230.295044,110.721741,45.591187
11.078063,1229.174561,110.758247,45.625961
11.081715,1228.055786,110.794754,45.660736
11.085366,1226.963135,110.831261,45.695518
11.089017,1225.86145,110.86776,45.730289
11.092669,1224.736816,110.904266,45.765072
11.09632,1223.628784,110.940773,45.799854
11.099971,1222.54834,110.97728,45.83461
11.103622,1221.494507,111.013786,45.869377
11.107274,1220.466064,111.050293,45.904194
11.110925,1219.418823,111.0868,45.938961
11.114576,1218.351563,111.123306,45.973713
11.118228,1217.300049,111.159805,46.008518
11.121879,1216.235596,111.196312,46.043293
11.12553,1215.168701,111.232819,46.078022
11.129182,1214.137085,111.269325,46.112801
11.132833,1213.081543,111.305832,46.147591
11.136484,1212.013062,111.342339,46.182381
11.140136,1210.9552,111.378845,46.217159
11.143786,1209.87085,111.415352,46.25193
11.147438,1208.767456,111.451851,46.286697
11.15109,1207.703003,111.488358,46.32148
11.15474,1206.672363,111.524864,46.356258
11.158392,1205.659912,111.561371,46.391052
11.162044,1204.647461,111.597878,46.425846
11.165694,1203.610718,111.634384,46.460625
11.169346,1202.532837,111.670891,46.495384
11.172997,1201.491577,111.707397,46.530128
11.176648,1200.428467,111.743896,46.564915
11.1803,1199.383667,111.780403,46.599686
11.183951,1198.345581,111.81691,46.634426
11.187602,1197.329102,111.853416,46.669235
11.191254,1196.316528,111.889923,46.704029
11.194905,1195.32605,111.92643,46.738762
11.198556,1194.280273,111.962936,46.773533
11.202208,1193.209717,111.999443,46.808323
11.205859,1192.161499,112.035942,46.84309
11.20951,1191.134521,112.072449,46.877876
11.213161,1190.091919,112.108955,46.91267
11.216813,1189.076416,112.145462,46.947453
11.220464,1188.045044,112.181969,46.98222
11.224115,1187.011841,112.218475,47.01696
11.227767,1185.993652,112.254982,47.051754
11.231418,1184.946045,112.291481,47.086555
11.235069,1183.907593,112.327988,47.121319
11.238721,1182.880615,112.364494,47.15609
11.242372,1181.845581,112.401001,47.190865
11.246023,1180.805542,112.437508,47.225647
11.249675,1179.753296,112.474014,47.260429
11.253325,1178.647461,112.510521,47.295216
11.256977,1177.548706,112.547028,47.329987
11.260629,1176.508057,112.583527,47.364746
11.264279,1175.482056,112.620033,47.399521
11.267931,1174.466675,112.65654,47.434299
11.271583,1173.467285,112.693047,47.469082
11.275234,1172.429565,112.729553,47.50386
11.278885,1171.392944,112.76606,47.538628
11.282537,1170.30957,112.802567,47.573376
11.286188,1169.218262,112.839073,47.608173
11.289839,1168.148926,112.875572,47.642975
11.29349,1167.109375,112.912079,47.677723
11.297142,1166.096802,112.948586,47.712513
11.300793,1165.096436,112.985092,47.747334
11.304444,1164.074829,113.021599,47.782074
11.308096,1163.011597,113.058105,47.816841
11.311747,1161.955688,113.094612,47.851665
11.315398,1160.919189,113.131119,47.886433
11.31905,1159.906372,113.167618,47.921173
11.322701,1158.894531,113.204124,47.955921
11.326352,1157.892578,113.240631,47.990688
11.330004,1156.887573,113.277138,48.025471
11.333654,1155.891479,113.313644,48.060249
11.337306,1154.898804,113.350151,48.095032
11.340958,1153.907227,113.386658,48.129829
11.344608,1152.9198,113.423164,48.164608
11.34826,1151.910522,113.459663,48.199368
11.351912,1150.873779,113.49617,48.234146
11.355562,1149.845947,113.532677,48.268929
11.359214,1148.79834,113.569183,48.303715
11.362865,1147.755371,113.60569,48.338478
11.366516,1146.75,113.642197,48.373245
11.370168,1145.758911,113.678703,48.408016
11.373819,1144.776245,113.71521,48.442791
11.37747,1143.810547,113.751709,48.477562
11.381122,1142.809692,113.788216,48.512348
11.384773,1141.796387,113.824722,48.547131
11.388424,1140.784912,113.861229,48.581913
11.392076,1139.730103,113.897736,48.616695
11.395727,1138.668701,113.934242,48.651474
11.399378,1137.622925,113.970749,48.686256
11.403029,1136.602661,114.007256,48.721043
11.406681,1135.60437,114.043755,48.755814
11.410332,1134.635742,114.080261,48.790577
11.413983,1133.633911,114.116768,48.825336
11.417635,1132.597412,114.153275,48.860085
11.421286,1131.55249,114.189781,48.894905
11.424937,1130.509033,114.226288,48.929695
11.428589,1129.469116,114.262794,48.964436
11.43224,1128.483643,114.299301,48.999233
11.435891,1127.491455,114.3358,49.034023
11.439543,1126.515869,114.372307,49.068764
11.443193,1125.532104,114.408813,49.103558
11.446845,1124.518799,114.44532,49.138386
11.450497,1123.530884,114.481827,49.173126
11.454147,1122.531494,114.518333,49.207897
11.457799,1121.525879,114.55484,49.242718
11.461451,1120.512695,114.591339,49.27747
11.465101,1119.493408,114.627846,49.312206
11.468753,1118.469116,114.664352,49.346928
11.472404,1117.471191,114.700859,49.381702
11.476055,1116.514771,114.737366,49.416519
11.479707,1115.601929,114.773872,49.451263
11.483358,1114.709839,114.810379,49.486038
11.487009,1113.79187,114.846886,49.520855
11.490661,1112.831543,114.883385,49.555599
11.494312,1111.851318,114.919891,49.590359
11.497964,1110.827271,114.956398,49.625175
11.501615,1109.799927,114.992905,49.65995
11.505266,1108.792603,115.029411,49.694698
11.508918,1107.838135,115.065918,49.729511
11.512568,1106.917847,115.102425,49.76429
11.51622,1106.053345,115.138931,49.799026
11.519872,1105.179077,115.17543,49.833828
11.523522,1104.241943,115.211937,49.868633
11.527174,1103.275146,115.248444,49.90337
11.530826,1102.310913,115.28495,49.938114
11.534476,1101.372925,115.321457,49.972862
11.538128,1100.45459,115.357964,50.007679
11.54178,1099.543091,115.39447,50.042469
11.54543,1098.620605,115.430977,50.077221
11.549082,1097.711792,115.467476,50.112011
11.552733,1096.789795,115.503983,50.146805
11.556384,1095.857544,115.540489,50.181557
11.560036,1094.927734,115.576996,50.216354
11.563687,1093.986938,115.613503,50.251167
11.567338,1093.02417,115.650009,50.285908
11.57099,1092.024658,115.686516,50.320686
11.574641,1090.996338,115.723022,50.355503
11.578292,1089.980591,115.759521,50.39024
11.581944,1088.996338,115.796028,50.424999
11.585595,1088.068237,115.832535,50.459831
11.589246,1087.157715,115.869041,50.494598
11.592897,1086.234131,115.905548,50.529327
11.596549,1085.247314,115.942055,50.564098
11.6002,1084.230469,115.978561,50.598885
11.603851,1083.164307,116.015068,50.633694
11.607503,1082.08252,116.051567,50.668438
11.611154,1081.020386,116.088074,50.703197
11.614805,1080.00647,116.12458,50.738003
11.618457,1079.049194,116.161087,50.772766
11.622108,1078.120117,116.197594,50.807514
11.625759,1077.194946,116.2341,50.842327
11.629411,1076.252319,116.270607,50.87711
11.633061,1075.295776,116.307114,50.911858
11.636713,1074.331787,116.343613,50.946667
11.640365,1073.343262,116.380119,50.981468
11.644015,1072.360596,116.416626,51.016201
11.647667,1071.383301,116.453133,51.050968
11.651319,1070.414185,116.489639,51.085743
11.654969,1069.493774,116.526146,51.120522
11.658621,1068.58728,116.562653,51.155304
11.662272,1067.67981,116.599159,51.19009
11.665923,1066.783691,116.635658,51.224865
11.669575,1065.873779,116.672165,51.259647
11.673226,1064.942261,116.708672,51.294426
11.676877,1063.978516,116.745178,51.329208
11.680529,1062.992798,116.781685,51.363991
11.68418,1062.010498,116.818192,51.398743
11.687831,1061.061523,116.854698,51.433529
11.691483,1060.152466,116.891197,51.468334
11.695134,1059.290405,116.927704,51.503082
11.698785,1058.437378,116.964211,51.537834
11.702436,1057.546631,117.000717,51.572617
11.706088,1056.616821,117.037224,51.607395
11.709739,1055.669922,117.07373,51.642174
11.71339,1054.704956,117.110237,51.676945
11.717042,1053.710083,117.146744,51.711727
11.720694,1052.746094,117.183243,51.746506
11.724344,1051.818481,117.219749,51.781288
11.727996,1050.944458,117.256256,51.816067
11.731647,1050.101074,117.292763,51.850838
11.735298,1049.24231,117.329269,51.885616
11.73895,1048.37561,117.365776,51.920395
11.742601,1047.471802,117.402283,51.955135
11.746252,1046.543945,117.438789,51.989918
11.749904,1045.618896,117.475288,52.024731
11.753555,1044.696167,117.511795,52.059471
11.757206,1043.764893,117.548302,52.094234
11.760858,1042.857056,117.584808,52.129063
11.764509,1041.984009,117.621315,52.163826
11.76816,1041.115845,117.657822,52.198578
11.771811,1040.256348,117.694328,52.233387
11.775463,1039.384033,117.730835,52.268158
11.779114,1038.503784,117.767334,52.302887
11.782765,1037.59668,117.803841,52.337685
11.786417,1036.662842,117.840347,52.372471
11.790068,1035.706055,117.876854,52.407227
11.793719,1034.754883,117.913361,52.442005
11.797371,1033.841675,117.949867,52.476784
11.801022,1032.961548,117.986374,52.511562
11.804673,1032.117554,118.022881,52.546341
11.808325,1031.273438,118.05938,52.581112
11.811975,1030.386108,118.095886,52.615902
11.815627,1029.471191,118.132393,52.650681
11.819279,1028.540649,118.1689,52.68544
11.822929,1027.573608,118.205406,52.720207
11.826581,1026.620239,118.241913,52.754982
11.830233,1025.699951,118.278419,52.789764
11.833883,1024.808228,118.314926,52.824543
11.837535,1023.918274,118.351425,52.859314
11.841187,1023.028137,118.387932,52.8941
11.844837,1022.142334,118.424438,52.928883
11.848489,1021.246155,118.460945,52.963665
11.85214,1020.347778,118.497452,52.998455
11.855791,1019.468018,118.533958,53.033241
11.859443,1018.610352,118.570465,53.067993
11.863094,1017.721558,118.606972,53.102745
11.866745,1016.834045,118.643471,53.137489
11.870397,1015.971375,118.679977,53.172295
11.874048,1015.120239,118.716484,53.207077
11.877699,1014.259644,118.752991,53.241817
11.881351,1013.411255,118.789497,53.276627
11.885002,1012.561462,118.826004,53.311436
11.888653,1011.695129,118.862511,53.346184
11.892304,1010.809937,118.899017,53.380974
11.895956,1009.926941,118.935516,53.415787
11.899607,1009.084045,118.972023,53.450531
11.903258,1008.276489,119.00853,53.485291
11.90691,1007.486267,119.045036,53.520073
11.910561,1006.711365,119.081543,53.554844
11.914212,1005.941284,119.11805,53.589615
11.917864,1005.104126,119.154556,53.624386
11.921515,1004.212524,119.191055,53.659164
11.925166,1003.284912,119.227562,53.693954
11.928818,1002.342224,119.264069,53.728725
11.932468,1001.407959,119.300575,53.763481
11.93612,1000.514954,119.337082,53.798206
11.939772,999.675781,119.373589,53.833012
11.943423,998.839111,119.410095,53.867821
11.947074,998.016174,119.446602,53.902569
11.950726,997.183472,119.483101,53.937355
11.954377,996.346863,119.519608,53.972172
11.958028,995.477234,119.556114,54.006908
11.961679,994.569885,119.592621,54.041683
11.965331,993.665039,119.629128,54.076504
11.968982,992.768921,119.665634,54.111275
11.972633,991.861877,119.702141,54.146034
11.976285,990.966675,119.738647,54.180809
11.979936,990.095886,119.775146,54.21558
11.983587,989.221924,119.811653,54.250359
11.987239,988.364075,119.84816,54.285141
11.99089,987.521667,119.884666,54.319927
11.994541,986.66272,119.921173,54.354717
11.998193,985.757019,119.95768,54.389496
12.001843,984.849915,119.994186,54.424263
12.005495,983.966248,120.030693,54.459015
12.009147,983.1073,120.067192,54.49379
12.012797,982.268372,120.103699,54.528595
12.016449,981.446045,120.140205,54.563339
12.020101,980.639648,120.176712,54.598114
12.023751,979.823486,120.213219,54.632919
12.027403,978.964111,120.249725,54.667671
12.031054,978.04364,120.286232,54.702423
12.034705,977.1026,120.322739,54.737202
12.038357,976.148193,120.359238,54.771976
12.042008,975.231201,120.395744,54.806767
12.045659,974.363037,120.432251,54.841549
12.049311,973.519226,120.468758,54.876331
12.052962,972.666382,120.505264,54.911114
12.056613,971.822693,120.541771,54.945889
12.060265,971.008301,120.578278,54.980656
12.063916,970.195435,120.614784,55.015408
12.067567,969.333923,120.651283,55.05019
12.071218,968.4375,120.68779,55.084999
12.07487,967.551453,120.724297,55.119728
12.078521,966.673157,120.760803,55.154503
12.082172,965.804016,120.79731,55.18932
12.085824,964.957214,120.833817,55.224079
12.089475,964.121094,120.870323,55.258839
12.093126,963.282104,120.90683,55.293613
12.096778,962.455017,120.943329,55.328377
12.100429,961.626709,120.979836,55.363144
12.10408,960.766846,121.016342,55.397926
12.107732,959.907532,121.052849,55.432728
12.111382,959.075195,121.089355,55.467545
12.115034,958.277466,121.125862,55.5023
12.118686,957.499268,121.162369,55.537064
12.122336,956.711365,121.198875,55.571869
12.125988,955.921204,121.235374,55.606644
12.12964,955.142822,121.271881,55.641415
12.13329,954.327515,121.308388,55.676193
12.136942,953.466858,121.344894,55.710976
12.140594,952.547485,121.381401,55.745762
12.144244,951.611328,121.417908,55.780537
12.147896,950.703552,121.454414,55.815296
12.151547,949.84613,121.490921,55.850021
12.155198,949.036377,121.52742,55.884808
12.15885,948.213257,121.563927,55.919621
12.162501,947.38739,121.600433,55.954372
12.166153,946.571289,121.63694,55.989159
12.169804,945.763184,121.673447,56.023983
12.173455,944.937012,121.709953,56.058723
12.177107,944.09491,121.74646,56.093472
12.180758,943.251465,121.782959,56.12825
12.184409,942.404663,121.819466,56.163044
12.188061,941.55835,121.855972,56.197834
12.191711,940.723572,121.892479,56.232594
12.195363,939.945496,121.928986,56.267345
12.199015,939.17688,121.965492,56.302086
12.202665,938.401184,122.001999,56.336895
12.206317,937.628113,122.038506,56.371685
12.209969,936.824646,122.075005,56.406425
12.213619,935.993469,122.111511,56.441223
12.217271,935.175537,122.148018,56.476036
12.220922,934.397705,122.184525,56.51078
12.224573,933.66272,122.221031,56.545544
12.228225,932.942444,122.257538,56.580322
12.231876,932.213867,122.294044,56.615105
12.235527,931.48407,122.330551,56.649883
12.239179,930.730408,122.36705,56.684654
12.24283,929.923096,122.403557,56.71949
12.246481,929.081604,122.440063,56.754326
12.250133,928.201111,122.47657,56.789059
12.253784,927.303833,122.513077,56.823814
12.257435,926.454529,122.549583,56.858597
12.261086,925.664063,122.58609,56.893379
12.264738,924.890198,122.622597,56.928154
12.268389,924.097717,122.659096,56.962902
12.27204,923.294067,122.695602,56.997646
12.275692,922.491455,122.732109,57.032402
12.279343,921.712219,122.768616,57.067215
12.282994,920.9245,122.805122,57.101986
12.286646,920.118896,122.841629,57.136726
12.290297,919.310181,122.878136,57.171547
12.293948,918.490845,122.914642,57.206341
12.2976,917.683411,122.951141,57.241066
12.30125,916.890076,122.987648,57.275833
12.304902,916.134766,123.024155,57.310612
12.308554,915.393066,123.060661,57.34539
12.312204,914.653198,123.097168,57.38018
12.315856,913.904114,123.133675,57.414978
12.319508,913.091736,123.170181,57.449722
12.323158,912.244446,123.206688,57.484497
12.32681,911.43103,123.243187,57.519306
12.330462,910.672852,123.279694,57.5541
12.334112,909.943237,123.3162,57.588882
12.337764,909.204102,123.352707,57.623661
12.341415,908.448425,123.389214,57.658436
12.345066,907.674683,123.42572,57.693203
12.348718,906.882507,123.462227,57.727951
12.352369,906.062927,123.498734,57.762726
12.35602,905.22229,123.535233,57.797543
12.359672,904.348755,123.571739,57.832294
12.363323,903.491516,123.608246,57.867039
12.366974,902.665588,123.644753,57.901814
12.370625,901.852478,123.681259,57.9366
12.374277,901.032166,123.717766,57.971394
12.377928,900.232544,123.754272,58.006176
12.381579,899.450562,123.790779,58.040958
12.385231,898.69696,123.827278,58.075729
12.388883,897.9328,123.863785,58.110512
12.392533,897.154419,123.900291,58.145283
12.396185,896.368164,123.936798,58.180027
12.399837,895.585144,123.973305,58.214813
12.403487,894.810303,124.009811,58.249634
12.407139,894.036011,124.046318,58.28442
12.41079,893.285706,124.082817,58.319176
12.414441,892.535767,124.119324,58.353912
12.418093,891.802429,124.15583,58.388725
12.421744,891.088074,124.192337,58.423538
12.425395,890.354004,124.228844,58.458275
12.429047,889.579712,124.26535,58.493031
12.432698,888.824402,124.301857,58.527798
12.436349,888.105774,124.338364,58.56258
12.440001,887.390198,124.374863,58.597351
12.443652,886.671204,124.411369,58.632118
12.447303,885.936951,124.447876,58.666897
12.450954,885.194885,124.484383,58.701675
12.454606,884.452515,124.520889,58.73645
12.458257,883.686218,124.557396,58.771233
12.461908,882.897156,124.593903,58.806026
12.46556,882.087952,124.630409,58.840797
12.469211,881.274902,124.666908,58.875568
12.472862,880.484131,124.703415,58.910355
12.476514,879.729248,124.739922,58.94511
12.480165,878.950134,124.776428,58.979874
12.483816,878.158447,124.812935,59.014683
12.487468,877.373535,124.849442,59.04945
12.491118,876.609619,124.885948,59.084194
12.49477,875.861389,124.922455,59.11898
12.498422,875.117371,124.958954,59.153763
12.502072,874.383118,124.995461,59.188553
12.505724,873.653625,125.031967,59.223331
12.509376,872.945496,125.068474,59.258106
12.513026,872.243103,125.10498,59.292877
12.516678,871.53363,125.141487,59.327667
12.520329,870.849731,125.177994,59.362461
12.52398,870.167908,125.2145,59.397251
12.527632,869.49939,125.250999,59.432014
12.531283,868.826172,125.287506,59.466766
12.534934,868.128845,125.324013,59.50156
12.538586,867.428955,125.360519,59.536343
12.542237,866.751343,125.397026,59.571079
12.545888,866.080261,125.433533,59.605865
12.54954,865.413574,125.470039,59.640671
12.553191,864.734192,125.506546,59.675411
12.556842,864.040466,125.543045,59.710159
12.560493,863.319702,125.579552,59.74493
12.564145,862.59082,125.616058,59.779751
12.567796,861.844116,125.652565,59.814556
12.571447,861.075867,125.689072,59.849297
12.575099,860.30188,125.725578,59.884075
12.57875,859.540588,125.762085,59.918869
12.582401,858.795105,125.798592,59.953648
12.586053,858.055481,125.835091,59.988422
12.589704,857.29248,125.871597,60.023205
12.593355,856.526978,125.908104,60.057949
12.597007,855.767395,125.944611,60.092709
12.600657,855.025879,125.981117,60.127525
12.604309,854.312256,126.017624,60.162304
12.607961,853.615051,126.054131,60.197063
12.611611,852.911987,126.090637,60.231827
12.615263,852.212891,126.127136,60.266613
12.618915,851.532104,126.163643,60.301441
12.622566,850.856567,126.20015,60.336193
12.626217,850.179565,126.236656,60.370941
12.629869,849.499756,126.273163,60.405708
12.63352,848.821716,126.309669,60.440483
12.637171,848.161743,126.346176,60.475262
12.640822,847.49231,126.382675,60.510036
12.644474,846.812439,126.419182,60.5448
12.648125,846.151672,126.455688,60.579536
12.651776,845.501526,126.492195,60.614349
12.655428,844.865784,126.528702,60.649158
12.659079,844.227417,126.565208,60.683956
12.66273,843.559326,126.601715,60.718704
12.666382,842.861816,126.638222,60.753441
12.670033,842.144531,126.674721,60.78825
12.673684,841.418762,126.711227,60.823036
12.677336,840.692322,126.747734,60.857796
12.680986,839.948242,126.784241,60.89257
12.684638,839.213318,126.820747,60.927345
12.68829,838.509521,126.857254,60.962128
12.69194,837.814697,126.893761,60.996902
12.695592,837.104126,126.930267,61.031677
12.699244,836.376465,126.966766,61.06646
12.702894,835.643616,127.003273,61.101242
12.706546,834.921753,127.03978,61.136021
12.710197,834.229492,127.076286,61.170815
12.713848,833.547485,127.112793,61.205589
12.7175,832.88739,127.1493,61.240318
12.721151,832.218323,127.185806,61.275112
12.724802,831.560791,127.222313,61.309929
12.728454,830.904175,127.258812,61.344704
12.732105,830.236694,127.295319,61.379463
12.735756,829.571655,127.331825,61.414204
12.739408,828.910217,127.368332,61.449005
12.743059,828.274536,127.404839,61.483791
12.74671,827.639709,127.441345,61.518536
12.750361,826.977112,127.477852,61.553322
12.754013,826.327637,127.514359,61.588116
12.757664,825.698608,127.550858,61.622887
12.761315,825.074097,127.587364,61.657665
12.764967,824.454224,127.623871,61.692444
12.768618,823.828796,127.660378,61.727234
12.772269,823.170654,127.696884,61.76202
12.775921,822.495361,127.733391,61.796791
12.779572,821.794434,127.769897,61.831577
12.783223,821.084656,127.806404,61.86636
12.786875,820.36676,127.842903,61.901089
12.790525,819.671387,127.87941,61.935863
12.794177,819.012512,127.915916,61.970669
12.797829,818.365906,127.952423,62.00547
12.801479,817.695679,127.98893,62.040245
12.805131,816.999512,128.025436,62.074982
12.808783,816.292908,128.061935,62.109776
12.812433,815.61145,128.09845,62.144592
12.816085,814.936035,128.134949,62.179337
12.819736,814.267944,128.171463,62.2141
12.823387,813.622437,128.207962,62.248852
12.827039,812.982056,128.244476,62.283623
12.83069,812.355652,128.280975,62.318386
12.834341,811.747559,128.317474,62.353168
12.837993,811.14325,128.353989,62.387955
12.841644,810.533936,128.390488,62.422726
12.845296,809.930298,128.427002,62.45752
12.848947,809.334778,128.463501,62.492298
12.852598,808.752625,128.500015,62.527092
12.85625,808.156738,128.536514,62.561817
12.8599,807.577698,128.573013,62.596581
12.863552,807.023376,128.609528,62.631413
12.867204,806.476379,128.646027,62.666203
12.870854,805.93042,128.682541,62.700989
12.874506,805.366577,128.71904,62.735725
12.878158,804.798401,128.755554,62.770527
12.881808,804.209351,128.792053,62.805351
12.88546,803.596069,128.828552,62.84008
12.889112,802.958923,128.865067,62.87484
12.892762,802.308533,128.901566,62.909599
12.896414,801.666321,128.93808,62.944389
12.900065,801.036682,128.974579,62.979172
12.903716,800.439758,129.011093,63.013962
12.907368,799.831726,129.047592,63.048737
12.911019,799.196899,129.084106,63.083519
12.91467,798.545776,129.120605,63.118263
12.918322,797.899597,129.157104,63.153027
12.921973,797.260376,129.193619,63.187836
12.925624,796.637695,129.230118,63.222618
12.929276,796.0224,129.266632,63.257404
12.932927,795.421814,129.303131,63.292149
12.936578,794.825989,129.339645,63.326946
12.940229,794.233276,129.376144,63.361744
12.943881,793.653931,129.412643,63.396477
12.947532,793.072205,129.449158,63.431252
12.951183,792.50061,129.485657,63.466042
12.954835,791.933533,129.522171,63.500839
12.958486,791.368042,129.55867,63.535614
12.962137,790.804871,129.595184,63.570362
12.965789,790.248413,129.631683,63.605133
12.96944,789.709473,129.668198,63.639935
12.973091,789.190125,129.704697,63.674683
12.976743,788.678284,129.741196,63.709454
12.980393,788.149719,129.77771,63.744263
12.984045,787.607422,129.814209,63.779045
12.987697,787.028931,129.850723,63.813831
12.991347,786.427673,129.887222,63.848583
12.994999,785.802368,129.923737,63.883385
12.998651,785.160278,129.960236,63.918186
13.002301,784.517578,129.996735,63.95293
13.005953,783.887207,130.033249,63.987701
13.009604,783.285339,130.069748,64.022469
13.013255,782.687256,130.106262,64.057289
13.016907,782.078125,130.142761,64.092087
13.020558,781.422119,130.179276,64.126839
13.024209,780.785156,130.215775,64.161583
13.027861,780.129944,130.252289,64.196358
13.031512,779.502686,130.288788,64.231117
13.035163,778.860535,130.325287,64.265884
13.038815,778.242554,130.361801,64.300667
13.042466,777.598816,130.3983,64.335434
13.046117,776.955627,130.434814,64.370209
13.049768,776.306885,130.471313,64.404961
13.05342,775.654724,130.507828,64.439774
13.057071,775.016846,130.544327,64.474586
13.060722,774.417236,130.580826,64.509346
13.064374,773.85376,130.61734,64.544121
13.068026,773.263672,130.653839,64.578873
13.071676,772.660217,130.690353,64.613686
13.075328,772.0495,130.726852,64.648468
13.078979,771.447388,130.763367,64.683212
13.08263,770.865051,130.799866,64.717972
13.086282,770.247192,130.836365,64.752747
13.089933,769.61322,130.872879,64.787537
13.093584,768.941162,130.909378,64.822311
13.097236,768.261475,130.945892,64.857086
13.100887,767.543274,130.982391,64.891869
13.104538,766.835693,131.018906,64.926651
13.10819,766.139709,131.055405,64.961395
13.111841,765.479675,131.091919,64.996208
13.115492,764.853027,131.128418,65.031013
13.119143,764.213745,131.164917,65.065796
13.122795,763.5271,131.201431,65.100555
13.126446,762.7901,131.23793,65.135277
13.130097,762.075317,131.274445,65.170105
13.133749,761.36731,131.310944,65.20491
13.1374,760.69519,131.347458,65.239693
13.141051,760.030029,131.383957,65.274437
13.144703,759.379089,131.420456,65.309174
13.148354,758.745117,131.45697,65.343971
13.152005,758.137573,131.493469,65.378738
13.155657,757.547607,131.529984,65.413506
13.159307,756.972351,131.566483,65.448273
13.162959,756.411743,131.602997,65.483063
13.166611,755.868042,131.639496,65.517845
13.170261,755.333801,131.67601,65.552635
13.173913,754.788208,131.712509,65.587418
13.177565,754.227478,131.749008,65.622185
13.181215,753.702576,131.785522,65.656982
13.184867,753.207458,131.822021,65.691772
13.188519,752.721375,131.858536,65.726501
13.192169,752.226746,131.895035,65.761246
13.195821,751.714417,131.931549,65.796082
13.199472,751.181335,131.968048,65.830841
13.203123,750.628967,132.004547,65.865585
13.206775,750.070862,132.041061,65.900375
13.210426,749.50769,132.07756,65.935173
13.214077,748.940002,132.114075,65.970009
13.217729,748.38623,132.150574,66.004761
13.22138,747.845581,132.187088,66.039536
13.225031,747.314758,132.223587,66.074303
